indicador,criterio_cobertura,n_anos,inclinacao_anual,efeito_por_decada,ic95_inferior_decada,ic95_superior_decada,valor_p,r_quadrado,durbin_watson,limite_cook,anos_influentes
Temperatura média anual,90%,15,0.05437335428053203,0.5437335428053203,0.14550788407804743,0.941959201532593,0.011277336479499222,0.4009494524212186,1.777865008698832,0.26666666666666666,2024
Temperatura média anual,80%,19,0.05683637442599487,0.5683637442599487,0.24991287655424071,0.8868146119656567,0.001541972111178536,0.45476763869831693,1.6131549548379713,0.21052631578947367,2024
Precipitação média diária,90%,14,-0.06775796520231385,-0.6775796520231385,-1.123624256600177,-0.2315350474460999,0.0062266709876918885,0.4772332467812761,3.039397909490772,0.2857142857142857,"2006, 2007"
Precipitação média diária,80%,19,-0.05163557706194202,-0.5163557706194202,-0.9172654003649876,-0.11544614087385288,0.01463459609950001,0.30282268658416533,2.696320890080831,0.21052631578947367,nenhum
Proporção de dias chuvosos,90%,14,-0.0016908303226639164,-0.016908303226639165,-0.04437729548811182,0.010560689034833492,0.204704844129491,0.13035174071372868,1.6057888616167588,0.2857142857142857,nenhum
Proporção de dias chuvosos,80%,19,-0.0007357977086991391,-0.0073579770869913914,-0.028319847490790306,0.013603893316807524,0.46905341798433625,0.03125408235068561,2.15990016020531,0.21052631578947367,nenhum
